"대학명","학제별","설립별","지역별","교외장학금 소계(원)","교외장학금 국가","교외장학금 지방자치단체","교외장학금 사설및기타","교내장학금 소계(원)","교내장학금 성적우수장학금","교내장학금 저소득층장학금","교내장학금 근로장학금","교내장학금 교직원장학금","교내장학금 기타","총계(원)"
"청운대학교","대학","사립","충남","15714756840","15603998980","8425760","102332100","8860599409","1703446200","1660271600","586093800","60897000","4849890809","24575356249"
"청주대학교","대학","사립","충북","17679079427","17342690017","39194410","297195000","17279867986","7247025000","5223580150","355969500","194763000","4258530336","34958947413"
"초당대학교","대학","사립","전남","7845855654","7581465070","6854840","257535744","3624212206","160837000","567325040","102408530","49601600","2744040036","11470067860"
"총신대학교","대학","사립","서울","4931297160","4423437760","31000000","476859400","1724698000","340116300","691649520","316789780","25742000","350400400","6655995160"
"추계예술대학교","대학","사립","서울","2129910250","2060011490","14092760","55806000","1526490300","815978000","513307000","77720800","","119484500","3656400550"
"침례신학대학교","대학","사립","대전","6000468852","5842242834","3425760","154800258","892260977","143062100","432736467","89055910","5960600","221445900","6892729829"
"칼빈대학교","대학","사립","경기","893022780","857232780","290000","35500000","843575320","50650000","30500000","77605620","8240000","676579700","1736598100"
"케이씨대학교","대학","사립","서울","3156601544","3058380683","26938160","71282701","1471500000","329125300","340306124","266217660","24994000","510856916","4628101544"
"평택대학교","대학","사립","경기","7951671297","7851833037","4170000","95668260","4938698517","1373570000","1305607000","317197280","61242000","1881082237","12890369814"
"포항공과대학교","대학","사립","경북","3747760313","3540999832","2297400","204463081","4036398700","67000000","108170800","959069100","","2902158800","7784159013"
"한국국제대학교","대학","사립","경남","4237651500","4201752980","14576520","21322000","2971345980","657579700","74605000","52262710","73996000","2112902570","7208997480"
"한국기술교육대학교","대학","사립","충남","7989371347","7837657020","8056220","143658107","5913800504","1872108030","404616643","1965874868","39191650","1632009313","13903171851"
"한국산업기술대학교","대학","사립","경기","15186430595","14503522667","31322600","651585328","10995723138","5568387203","2569302710","995110115","13850000","1849073110","26182153733"
"한국성서대학교","대학","사립","서울","3183419990","3079719990","45812500","57887500","1315695880","313741000","146496000","359569880","6352000","489537000","4499115870"
"한국열린사이버대학교","대학","사립","서울","7160641100","7159711100","744000","186000","2622178780","258060700","87997000","","64790000","2211331080","9782819880"
"한국외국어대학교","대학","사립","서울","26354432740","23650161275","336281245","2367990220","17337967439","5036421500","5902837575","676505384","139458500","5582744480","43692400179"
"한국항공대학교","대학","사립","경기","6643193283","6099294483","74117500","469781300","5858073852","2054346900","1705474510","787368282","28683600","1282200560","12501267135"
"한남대학교","대학","사립","대전","23788124580","23504746930","59874880","223502770","14890624692","4811161900","3238488866","1481230230","207153080","5152590616","38678749272"
"한동대학교","대학","사립","경북","10089546250","9214932880","24539320","850074050","4103691745","1004606350","962199900","964949675","36180000","1135755820","14193237995"
"한라대학교","대학","사립","강원","7744016620","7564864620","116775000","62377000","4515834533","1657241100","1012835680","102678310","52781000","1690298443","12259851153"
"한려대학교","대학","사립","전남","509317200","473309700","5162500","30845000","504659000","16570000","350621000","","","137468000","1013976200"
"한림대학교","대학","사립","강원","17055555025","16135075065","597344960","323135000","10948403760","4850802410","1284393450","673520950","","4139686950","28003958785"
"한서대학교","대학","사립","충남","14552367150","14297229430","37028520","218109200","11071052952","3726949500","3880274102","560064500","69149000","2834615850","25623420102"
"한성대학교","대학","사립","서울","12831931028","12590522208","15135320","226273500","8826641871","1808309380","1697260000","1917330102","36837200","3366905189","21658572899"
"한세대학교","대학","사립","경기","5558866400","5494400400","16178000","48288000","4029446000","1180795500","1479408000","234386000","1793000","1133063500","9588312400"
"한신대학교","대학","사립","경기","10972879120","10741893720","19142000","211843400","5619976880","1569760070","1444431500","729737060","101679000","1774369250","16592856000"
"한양대학교","대학","사립","서울","27925096583","23897291593","355518037","3672286953","25441477797","3452301050","7171923675","1254238200","158388200","13404626672","53366574380"
"한양대학교(ERICA)","대학","사립","경기","19814492042","18510529250","132643788","1171319004","13968638203","3203482900","4276057800","660748095","151422000","5676927408","33783130245"
"한양사이버대학교","대학","사립","서울","13915037448","13892455683","7141920","15439845","5831339020","379887500","29680000","1964860","9712000","5410094660","19746376468"
"한일장신대학교","대학","사립","전북","3347351860","3277915260","","69436600","952096940","140705000","116490000","56670940","18908000","619323000","4299448800"
"협성대학교","대학","사립","경기","9436636189","9284724750","24779380","127132059","6231980076","1862440500","2409485390","342254240","33087650","1584712296","15668616265"
"호남대학교","대학","사립","광주","15583913489","15314827169","45481120","223605200","7971376850","1324813700","2627076650","250716870","59680250","3709089380","23555290339"
"호남신학대학교","대학","사립","광주","1619767957","1581867227","","37900730","409173875","207618900","13526100","68473995","7733400","111821480","2028941832"
"호서대학교","대학","사립","충남","23157055230","21853440410","940188020","363426800","16814821668","5351040100","4420840110","1914687540","129691300","4998562618","39971876898"
"호원대학교","대학","사립","전북","13832101230","13726652650","64159780","41288800","8100037770","1906835000","1424094000","155170440","82214000","4531724330","21932139000"
"홍익대학교","대학","사립","서울","31308968382","30409304992","55902930","843760460","40658188814","19830824200","10829476930","4363029519","103756000","5531102165","71967157196"
"화신사이버대학교","대학","사립","부산","2447606320","2447606320","","","312352080","","1449000","10027380","5025000","295850700","2759958400"
"강원도립대학교","전문대학","국공립","강원","925052530","885339870","9751160","29961500","443681810","158793210","21866260","81156370","","181865970","1368734340"
"경남도립거창대학","전문대학","국공립","경남","1477225420","1452129020","3596400","21500000","650973100","171402000","20700000","93913230","","364957870","2128198520"
"경남도립남해대학","전문대학","국공립","경남","1503866270","1409161430","5432840","89272000","619668100","80880550","32622200","114512750","","391652600","2123534370"
"경북도립대학교","전문대학","국공립","경북","992891250","945937740","11430050","35523460","568460280","308394700","61862600","54481080","","143721900","1561351530"
"전남도립대학교","전문대학","국공립","전남","1457803890","1399180430","9691460","48932000","418253970","139176300","9211000","26152070","","243714600","1876057860"
"충남도립대학교","전문대학","국공립","충남","1575517180","1399690420","154725760","21101000","780281190","124888840","218198250","103718260","","333475840","2355798370"
"충북도립대학교","전문대학","국공립","충북","1228237690","1192374570","19363120","16500000","461344910","166800550","32000000","44268960","","218275400","1689582600"
"한국농수산대학","전문대학","국공립","전북","96712500","96712500","","","341540060","43200000","","190920000","","107420060","438252560"
"한국복지대학교","전문대학","국공립","경기","1667167965","1543691585","","123476380","354913370","184273320","25300000","61940200","","83399850","2022081335"
"ICT폴리텍대학","전문대학","사립","경기","345950000","224070000","1120000","120760000","71680000","26880000","44800000","","","","417630000"
"가톨릭상지대학교","전문대학","사립","경북","4977404404","4904006844","9338560","64059000","2105723940","410010300","98523200","24363590","33881000","1538945850","7083128344"
"강동대학교","전문대학","사립","충북","9594676687","9516651107","34512920","43512660","3162044730","380449800","1103743710","121115950","28693600","1528041670","12756721417"
"강릉영동대학교","전문대학","사립","강원","7629638554","7417449464","140820810","71368280","2401804730","647569660","223220920","144993890","39253600","1346766660","10031443284"
"강원관광대학교","전문대학","사립","강원","3533113514","3185822974","346290540","1000000","765285810","133587400","170773000","26783110","","434142300","4298399324"
"거제대학교","전문대학","사립","경남","2803371635","2682897690","3757840","116716105","1050358840","414810000","322199800","54759140","27988000","230601900","3853730475"
"경기과학기술대학교","전문대학","사립","경기","9975735940","9771253340","21769300","182713300","3896570133","765436020","1134835790","404990750","32800000","1558507573","13872306073"
"경남정보대학교","전문대학","사립","부산","19079481070","18875773673","26038560","177668837","5931029111","2220112257","845037094","331791080","36983000","2497105680","25010510181"
"경민대학교","전문대학","사립","경기","12373267000","12153495210","68351190","151420600","4288055170","521294200","432431200","668729320","7900000","2657700450","16661322170"
"경복대학교","전문대학","사립","경기","19361498729","19228346169","27171360","105981200","6611222263","1762877500","1922379220","247286125","18572000","2660107418","25972720992"
"경북과학대학교","전문대학","사립","경북","3663921420","3649771420","","14150000","1872103983","173086330","31270760","28308190","183648480","1455790223","5536025403"
"경북보건대학교","전문대학","사립","경북","3297455871","3264693060","","32762811","1206408740","659319500","218003440","110444540","","218641260","4503864611"
"경북전문대학교","전문대학","사립","경북","8179455560","8055855340","24575120","99025100","2921800480","861233000","28787040","57118070","34118000","1940544370","11101256040"
"경인여자대학교","전문대학","사립","인천","12741057570","12680252600","","60804970","4844868440","1008967800","328638300","1586145870","18068000","1903048470","17585926010"
"계명문화대학교","전문대학","사립","대구","16127193730","16033283850","20156280","73753600","5325112620","1063813130","1047026730","382123870","32101560","2800047330","21452306350"
"계원예술대학교","전문대학","사립","경기","6674264980","6435178900","128161000","110925080","3368294190","1125250000","1223500020","403450430","14217380","601876360","10042559170"
"고구려대학교","전문대학","사립","전남","5398490410","5341968410","","56522000","968537210","111679000","191254000","3060210","","662544000","6367027620"
"광양보건대학교","전문대학","사립","전남","244770020","241266240","3503780","","1764291110","132370000","1501273100","3601810","","127046200","2009061130"
"광주보건대학교","전문대학","사립","광주","10167819370","10106923370","","60896000","1960511860","966129670","717622770","43370720","16795300","216593400","12128331230"
"구미대학교","전문대학","사립","경북","15330569627","15176816027","85880800","67872800","8989192330","453571800","138706840","778102850","8650000","7610160840","24319761957"
"국제대학교","전문대학","사립","경기","9100151220","9011625140","3626080","84900000","3496680430","517859820","1002793550","513985950","66414640","1395626470","12596831650"
"군산간호대학교","전문대학","사립","전북","2916182688","2886582688","","29600000","1075000000","198670400","327982799","36188601","3100000","509058200","3991182688"
"군장대학교","전문대학","사립","전북","4925337520","4873531820","16305700","35500000","1647350464","87209400","33939600","26444130","88549400","1411207934","6572687984"
"기독간호대학교","전문대학","사립","광주","1529107730","1521107730","","8000000","402363150","195477400","62888000","18941350","10636000","114420400","1931470880"
"김포대학교","전문대학","사립","경기","8381599660","7918629570","11659090","451311000","3089749800","683562000","1248802000","43681920","18287000","1095416880","11471349460"
"김해대학교","전문대학","사립","경남","4115200360","4089608200","3992160","21600000","1272004150","284444900","43836000","93648450","","850074800","5387204510"
"농협대학교","전문대학","사립","경기","565729720","521406800","5882920","38440000","302134840","119922000","86833500","85603340","","9776000","867864560"
"대경대학교","전문대학","사립","경북","10448388997","10340398877","8322480","99667640","3460230525","394968430","18908600","138591400","52010900","2855751195","13908619522"
"대구공업대학교","전문대학","사립","대구","4500034650","4467608300","6346350","26080000","1714003155","530168200","48069700","136259265","13634480","985871510","6214037805"
"대구과학대학교","전문대학","사립","대구","13820018063","13765885113","719280","53413670","4887223807","690322880","291580030","356408020","22296640","3526616237","18707241870"
"대구보건대학교","전문대학","사립","대구","19733432916","19542579296","28406824","162446796","6402404041","2232261900","965867500","1121504940","51090587","2031679114","26135836957"
"대덕대학교","전문대학","사립","대전","10674735653","10614590533","13992920","46152200","3406865777","593693350","1435148150","221191217","35168700","1121664360","14081601430"
"대동대학교","전문대학","사립","부산","3676021657","3638271657","","37750000","1168003368","536737600","233654400","55931060","","341680308","4844025025"
"대림대학교","전문대학","사립","경기","16300125730","16032691560","19193500","248240670","6850166100","1973006830","2361193000","780023070","211622320","1524320880","23150291830"
"대원대학교","전문대학","사립","충북","6836488618","6581982268","187691390","66814960","2677818320","449111740","913131310","61943680","33159000","1220472590","9514306938"
"대전과학기술대학교","전문대학","사립","대전","12068979650","11919491210","19004210","130484230","3632711340","567673470","1306676680","168220720","27912800","1562227670","15701690990"
"대전보건대학교","전문대학","사립","대전","14658111355","14409713955","23510250","224887150","4778933065","1689053850","1076892500","821872920","33419410","1157694385","19437044420"
"동강대학교","전문대학","사립","광주","8150788913","8103088913","","47700000","1647423100","352721000","330639000","14442100","25826000","923795000","9798212013"
"동남보건대학교","전문대학","사립","경기","10857459567","10617865280","35575920","204018367","4413972970","1646967800","1490510740","136323430","48569600","1091601400","15271432537"
"동부산대학교","전문대학","사립","부산","1478752600","1476865600","","1887000","3035867816","314064000","10484000","2107540","20696260","2688516016","4514620416"
"동서울대학교","전문대학","사립","경기","13185356550","12885194810","31068240","269093500","5566451860","1567035800","2000000000","732624260","13457800","1253334000","18751808410"
"동아방송예술대학교","전문대학","사립","경기","7712721670","7608425110","42198560","62098000","2584475826","922405490","875463100","98531250","22261200","665814786","10297197496"
"동아보건대학교","전문대학","사립","전남","4197884160","4137544160","","60340000","843336840","109866000","217200000","80050340","20840000","415380500","5041221000"
"동양미래대학교","전문대학","사립","서울","15259260960","14962896200","116799560","179565200","5810000000","1478642500","1657490500","1532581000","55077500","1086208500","21069260960"
"동원과학기술대학교","전문대학","사립","경남","5975990770","5789728990","126719280","59542500","1939220520","225027300","360605000","72454670","49311000","1231822550","7915211290"
"동원대학교","전문대학","사립","경기","9789106601","9670976440","25869960","92260201","3007535950","667355620","304078240","360390380","51132500","1624579210","12796642551"
"동의과학대학교","전문대학","사립","부산","14999766748","14790148988","30692860","178924900","4134541552","708898500","534667120","107448470","40300900","2743226562","19134308300"
"동주대학교","전문대학","사립","부산","8352482095","8282923255","2642840","66916000","2290189620","829108000","254596800","53368040","14982000","1138134780","10642671715"
"두원공과대학교","전문대학","사립","경기","11095918637","10914501177","7955960","173461500","4746700005","1222834200","","184778630","84033000","3255054175","15842618642"
"마산대학교","전문대학","사립","경남","12615791910","12416010710","11141200","188640000","4771531250","1018626500","705939660","396070000","53845000","2597050090","17387323160"
"명지전문대학","전문대학","사립","서울","17712445597","17512369967","51696020","148379610","6707295120","693486220","2338853125","1094452095","60006490","2520497190","24419740717"
"목포과학대학교","전문대학","사립","전남","7624715260","7233328100","5260600","386126560","1256357045","231935940","168667820","61980260","59134450","734638575","8881072305"
"문경대학교","전문대학","사립","경북","2935594086","2599198126","5758520","330637440","682716700","159911300","269795520","40401220","14642000","197966660","3618310786"
"배화여자대학교","전문대학","사립","서울","7230311030","7062776410","27141920","140392700","2189043390","811340180","667971190","","981000","708751020","9419354420"
"백석문화대학교","전문대학","사립","충남","14036741410","13858345740","29902170","148493500","5286557930","1024441000","1623845540","236304440","186660000","2215306950","19323299340"
"백제예술대학교","전문대학","사립","전북","2713457847","2707884887","2572960","3000000","1037588080","372761380","442119900","56900000","","165806800","3751045927"
"부산경상대학교","전문대학","사립","부산","9866007780","9806259220","28248560","31500000","2553814730","122788500","409006200","112791030","101192000","1808037000","12419822510"
"부산과학기술대학교","전문대학","사립","부산","8794835059","8659906989","59233070","75695000","3580261010","902565700","323487800","119996910","9259000","2224951600","12375096069"
"부산여자대학교","전문대학","사립","부산","7123012930","7027313570","1438560","94260800","2375865640","306900000","635411800","235970310","11568000","1186015530","9498878570"
"부산예술대학교","전문대학","사립","부산","1908485802","1894947902","","13537900","574032088","88991200","66021700","27763088","2460000","388796100","2482517890"
"부천대학교","전문대학","사립","경기","22169528505","21999929735","49350970","120247800","8616719140","1891887450","2527956670","603027360","26827000","3567020660","30786247645"
"삼육보건대학교","전문대학","사립","서울","3046796835","2960937740","20316240","65542855","1263071825","447008040","148865080","234312685","11174000","421712020","4309868660"
"상지영서대학교","전문대학","사립","강원","6225895640","5813169100","365660540","47066000","1292725060","80537200","","41935860","14506400","1155745600","7518620700"
"서라벌대학교","전문대학","사립","경북","1804562954","1785216454","1500000","17846500","491579980","126902000","100210600","28655480","3308000","232503900","2296142934"
"서영대학교","전문대학","사립","광주","12488612159","12465136159","","23476000","3092482595","849375807","42707634","153686780","13259600","2033452774","15581094754"
"서울여자간호대학교","전문대학","사립","서울","1809019400","1743586400","16000000","49433000","914736360","287120560","228452000","38732880","4500000","355930920","2723755760"
"서울예술대학교","전문대학","사립","경기","6221707873","5994133673","59339900","168234300","3896269390","1015473850","1424103200","628807440","39193600","788691300","10117977263"
"서일대학교","전문대학","사립","서울","14968442640","14776044600","13391340","179006700","5605779015","2320328940","1837810380","579737285","26968270","840934140","20574221655"
"서정대학교","전문대학","사립","경기","14295948100","14200962030","29236370","65749700","5314488840","422825000","171655000","429795450","64189660","4226023730","19610436940"
"서해대학","전문대학","사립","전북","1478193950","1471393950","","6800000","510259950","36096000","23179000","13613840","25002000","412369110","1988453900"
"선린대학교","전문대학","사립","경북","6393022878","6345222878","","47800000","1897937610","420767700","580553900","75233110","11853000","809529900","8290960488"
"성운대학교","전문대학","사립","경북","3419240184","3412320904","","6919280","2386270220","27661200","","15437810","","2343171210","5805510404"
"세경대학교","전문대학","사립","강원","3582702170","2942223170","455479000","185000000","655450000","101727560","233041300","25745760","","294935380","4238152170"
"송곡대학교","전문대학","사립","강원","1888479500","1857497920","25181580","5800000","447575580","78264500","108227000","90506180","","170577900","2336055080"
"송호대학교","전문대학","사립","강원","2660017190","2539252050","104850860","15914280","883393153","157559250","","54163360","41706850","629963693","3543410343"
"수성대학교","전문대학","사립","대구","9396791220","9349504220","1200000","46087000","3032003170","631661340","151943000","73199700","34851980","2140347150","12428794390"
"수원과학대학교","전문대학","사립","경기","12729181343","12505020793","2641920","221518630","5392715510","1584913630","2003098320","218253300","17015260","1569435000","18121896853"
"수원여자대학교","전문대학","사립","경기","9470676864","9377358704","24689080","68629080","4347792133","1095850189","1847452654","487641730","5489080","911358480","13818468997"
"순천제일대학교","전문대학","사립","전남","6271934938","6227979438","","43955500","2067170240","341037200","154232200","58489090","89198000","1424213750","8339105178"
"숭의여자대학교","전문대학","사립","서울","8006798930","7893268930","39500000","74030000","3016793800","851253790","1082258410","547992240","","535289360","11023592730"
"신구대학교","전문대학","사립","경기","16281939240","15954958890","51465587","275514763","6270089706","1155226500","2670711400","653179930","64238500","1726733376","22552028946"
"신성대학교","전문대학","사립","충남","10069664340","9740704550","25838840","303120950","3558592780","567013600","1088738930","136143900","75574200","1691122150","13628257120"
"신안산대학교","전문대학","사립","경기","9576805490","9360387030","49823460","166595000","3508451710","1364096600","782627600","275665910","8674200","1077387400","13085257200"
"아주자동차대학","전문대학","사립","충남","2004257823","1976988193","3856880","23412750","949161290","265838900","152709310","183320980","","347292100","2953419113"
"안동과학대학교","전문대학","사립","경북","6790045410","6637152670","4557840","148334900","2650669279","784364050","38920600","87214129","41006000","1699164500","9440714689"
"안산대학교","전문대학","사립","경기","10888491260","10567060050","63810010","257621200","3766259174","1783427500","1104676350","35023860","6052500","837078964","14654750434"
"여주대학교","전문대학","사립","경기","12248071187","12009884936","12439640","225746611","4908163760","1245371150","1565978900","191743190","76992600","1828077920","17156234947"
"연성대학교","전문대학","사립","경기","15323170023","15022756873","51632250","248780900","5800000000","752148300","2207313400","599160400","37200000","2204177900","21123170023"
"연암공과대학교","전문대학","사립","경남","2555671119","2525686119","","29985000","1117794000","487081100","309985500","62194200","5470000","253063200","3673465119"
"연암대학교","전문대학","사립","충남","3054715860","2790729540","7586320","256400000","873426940","340498920","264123570","99865450","23860550","145078450","3928142800"
"영남외국어대학","전문대학","사립","경북","215421880","209636880","","5785000","1033432570","100035000","218880000","4968250","","709549320","1248854450"
"영남이공대학교","전문대학","사립","대구","15540191050","15363646150","28086900","148458000","6297371970","770166500","2357787070","925741700","13622000","2230054700","21837563020"
"영진사이버대학교","전문대학","사립","대구","5177000519","5168518000","","8482519","863148481","133770000","2214000","13200000","16780000","697184481","6040149000"
"영진전문대학교","전문대학","사립","대구","23419084560","23235895420","2157840","181031300","7732466335","2419150190","989751500","1707081775","47377340","2569105530","31151550895"
"오산대학교","전문대학","사립","경기","9456023310","9382220310","2730079","71072921","3992218390","2346677200","637079600","20855940","37922300","949683350","13448241700"
"용인송담대학교","전문대학","사립","경기","8638701410","8515177160","29330920","94193330","3195225795","910061480","793774560","355303675","84287870","1051798210","11833927205"
"우송정보대학","전문대학","사립","대전","12819392420","12669936880","35195540","114260000","3824016385","579839330","874893020","496982230","7218000","1865083805","16643408805"
"울산과학대학교","전문대학","사립","울산","10289266160","10179045970","14215560","96004630","4062402150","1329809340","1366340220","223555970","67068000","1075628620","14351668310"
"웅지세무대학교","전문대학","사립","경기","717026042","667039640","27460000","22526402","1043272400","124080000","645708640","48979800","10440000","214063960","1760298442"
"원광보건대학교","전문대학","사립","전북","13981746388","13870975788","24226100","86544500","3617199995","907379900","698057000","114138210","48065000","1849559885","17598946383"
"유한대학교","전문대학","사립","경기","12513054348","12276926508","1781260","234346580","3815670710","1611496920","1299501540","625980550","12828400","265863300","16328725058"
"인덕대학교","전문대학","사립","서울","15568751957","15285389207","80530850","202831900","4979854987","1371058350","2228015200","666712462","76481600","637587375","20548606944"
"인천재능대학교","전문대학","사립","인천","9674780831","9542416670","10962600","121401561","3152968840","754599240","1171342810","190295790","64924200","971806800","12827749671"
"인하공업전문대학","전문대학","사립","인천","17671993241","17335283701","20519540","316190000","7474135073","1270643520","1884329720","1682744610","59514760","2576902463","25146128314"
"장안대학교","전문대학","사립","경기","12432164940","12361769860","3734080","66661000","6236035235","1415872900","1565620100","130874990","23019000","3100648245","18668200175"
"전남과학대학교","전문대학","사립","전남","12943269063","12902019063","","41250000","2714111197","143123500","748482000","129724217","60996100","1631785380","15657380260"
"전북과학대학교","전문대학","사립","전북","5503875648","5481775648","","22100000","1812923620","202273900","61805800","67167270","111867500","1369809150","7316799268"
"전주기전대학","전문대학","사립","전북","5547766055","5475851450","8147920","63766685","1902141875","325050500","181569220","221438030","1530000","1172554125","7449907930"
"전주비전대학교","전문대학","사립","전북","10683553390","10405216670","1141920","277194800","2462290990","313722050","","66148860","70369300","2012050780","13145844380"
"제주관광대학교","전문대학","사립","제주","5630392614","5529340514","32415100","68637000","1410000000","240461980","3695700","62957230","10824200","1092060890","7040392614"
"제주한라대학교","전문대학","사립","제주","11487893980","11328651320","43614660","115628000","3132101274","970339570","141938160","333098700","94211840","1592513004","14619995254"
"조선간호대학교","전문대학","사립","광주","1473902490","1466902490","","7000000","450018560","185734600","167615800","3327760","","93340400","1923921050"
"조선이공대학교","전문대학","사립","광주","7672282668","7638643080","","33639588","2727124990","1542430940","63295880","41576730","14614940","1065206500","10399407658"
"진주보건대학교","전문대학","사립","경남","8078982450","7991281050","8701400","79000000","2477743742","286405600","747333620","61847570","37120400","1345036552","10556726192"
"창원문성대학교","전문대학","사립","경남","7651851990","7565774370","16294420","69783200","2427090450","709691300","12900000","87831230","21457200","1595210720","10078942440"
"청강문화산업대학교","전문대학","사립","경기","9124954875","9009496285","4808590","110650000","3952327310","1050953100","1173809300","346599470","2325600","1378639840","13077282185"
"청암대학교","전문대학","사립","전남","7083541920","7015041920","","68500000","2095753070","532056300","68065240","48135150","22191100","1425305280","9179294990"
"춘해보건대학교","전문대학","사립","울산","6457321080","6375412520","1438560","80470000","1849427450","848425050","520150350","92992010","4665500","383194540","8306748530"
"충북보건과학대학교","전문대학","사립","충북","6496791550","6360779150","13712400","122300000","2308147516","571138300","956499776","79746340","71415900","629347200","8804939066"
"충청대학교","전문대학","사립","충북","10930889616","10807711840","25800560","97377216","3609749360","779791100","1297843760","222140200","35751600","1274222700","14540638976"
"포항대학교","전문대학","사립","경북","5504562114","5353118114","36154420","115289580","1409569650","289623000","54235000","66006650","1557000","998148000","6914131764"
"한국골프대학교","전문대학","사립","강원","1057911000","995961000","60100000","1850000","920282000","80869000","14739000","10500000","","814174000","1978193000"
"한국관광대학교","전문대학","사립","경기","5114712014","5027482074","4318710","82911230","2085786784","298834727","586993400","89371250","15786260","1094801147","7200498798"
"한국복지사이버대학","전문대학","사립","경북","2209960250","2209960250","","","1447134000","78090000","25020000","","3980000","1340044000","3657094250"
"한국승강기대학교","전문대학","사립","경남","1770879410","1595773040","8441370","166665000","745612940","267652800","329237640","27086300","","121636200","2516492350"
"한국영상대학교","전문대학","사립","세종","9044607405","8950885225","5973980","87748200","2914904560","1181531900","259665610","275806390","14496900","1183403760","11959511965"
"한국폴리텍 I 대학 서울강서캠퍼스","전문대학","사립","서울","563946834","560746834","2000000","1200000","138411500","46378000","49500000","39220000","","3313500","702358334"
"한국폴리텍 I 대학 서울정수캠퍼스","전문대학","사립","서울","1491676834","1462232834","4000000","25444000","398465000","112265000","118078000","137101000","8513000","22508000","1890141834"
"한국폴리텍 I 대학 성남캠퍼스","전문대학","사립","경기","892847017","868585167","2699850","21562000","230339000","74945500","65541500","72570000","3595500","13686500","1123186017"
"한국폴리텍 I 대학 제주캠퍼스","전문대학","사립","제주","38981000","37381000","","1600000","12205500","5301500","4964000","1940000","","","51186500"
"한국폴리텍 II 대학 인천캠퍼스","전문대학","사립","인천","2254741568","2204217988","","50523580","611605496","173150000","182228000","180269996","10989000","64968500","2866347064"
"한국폴리텍 III 대학 강릉캠퍼스","전문대학","사립","강원","135087790","125662000","","9425790","36140500","5260500","13700000","11105500","","6074500","171228290"
"한국폴리텍 III 대학 원주캠퍼스","전문대학","사립","강원","74564500","58862500","","15702000","11866000","2568500","4312000","1085500","","3900000","86430500"
"한국폴리텍 III 대학 춘천캠퍼스","전문대학","사립","강원","340728930","319975250","","20753680","84617000","34511500","19242000","22570250","","8293250","425345930"
"한국폴리텍 IV 대학 대전캠퍼스","전문대학","사립","대전","1122577418","1100015418","","22562000","266976250","76109000","87470000","94800000","","8597250","1389553668"
"한국폴리텍 IV 대학 아산캠퍼스","전문대학","사립","충남","605006500","569844500","","35162000","147435500","52384000","44950000","39350000","1198500","9553000","752442000"
"한국폴리텍 IV 대학 청주캠퍼스","전문대학","사립","충북","841385250","825735250","","15650000","192352250","59470000","61240000","59490000","3595500","8556750","1033737500"
"한국폴리텍 IV 대학 홍성캠퍼스","전문대학","사립","충남","247894260","208985500","28008760","10900000","60695500","26507500","21988000","11700000","","500000","308589760"
"한국폴리텍 V 대학 광주캠퍼스","전문대학","사립","광주","1001416500","988516500","","12900000","225664000","65427500","55039000","90400000","1181000","13616500","1227080500"
"한국폴리텍 V 대학 김제캠퍼스","전문대학","사립","전북","673586320","641315000","","32271320","144968000","41778000","46703000","35598000","1160500","19728500","818554320"
"한국폴리텍 V 대학 목포캠퍼스","전문대학","사립","전남","273756000","238904000","","34852000","62289500","29676000","17910500","11550000","","3153000","336045500"
"한국폴리텍 V 대학 순천캠퍼스","전문대학","사립","전남","","","","","","","","","","",""
"한국폴리텍 V 대학 익산캠퍼스","전문대학","사립","전북","120307000","115313000","","4994000","27306000","15475500","8626500","3204000","","","147613000"
"한국폴리텍 VI 대학 구미캠퍼스","전문대학","사립","경북","583660750","571698750","","11962000","155197500","41615000","45912000","52800000","","14870500","738858250"
"한국폴리텍 VI 대학 대구캠퍼스","전문대학","사립","대구","877950010","862434250","1553760","13962000","230949500","67754500","61100000","90250000","2362000","9483000","1108899510"
"한국폴리텍 VI 대학 영남융합기술캠퍼스","전문대학","사립","대구","286292000","272981500","","13310500","54934500","20164500","21120000","13650000","","","341226500"
"한국폴리텍 VI 대학 영주캠퍼스","전문대학","사립","경북","43321500","36221500","1500000","5600000","14488000","6368000","4080000","4040000","","","57809500"
"한국폴리텍 VII 대학 부산캠퍼스","전문대학","사립","부산","1166490583","1139430083","3198500","23862000","284019500","74945500","84012350","103155900","1198500","20707250","1450510083"
"한국폴리텍 VII 대학 울산캠퍼스","전문대학","사립","울산","581889841","564470591","","17419250","213963000","64229000","52482500","81900000","2362000","12989500","795852841"
"한국폴리텍 VII 대학 창원캠퍼스","전문대학","사립","경남","1558276540","1507914540","","50362000","412512000","116613000","130190000","128332500","20199500","17177000","1970788540"
"한국폴리텍 특성화대학 바이오캠퍼스","전문대학","사립","충남","390949500","376249500","","14700000","122201000","41879000","39252000","25770000","11700000","3600000","513150500"
"한국폴리텍 특성화대학 반도체융합캠퍼스","전문대학","사립","경기","307030700","299330700","","7700000","86734800","33085500","23388800","22331000","7929500","","393765500"
"한국폴리텍 특성화대학 항공캠퍼스","전문대학","사립","경남","562457301","549957301","","12500000","150400380","44584500","48109750","20700000","2398500","34607630","712857681"
"한림성심대학교","전문대학","사립","강원","8610641630","8374756880","165044750","70840000","2762563000","885913460","","377655490","2460000","1496534050","11373204630"
"한양여자대학교","전문대학","사립","서울","14914463183","14600547600","32404600","281510983","5778055318","2042157500","1892816860","268612820","12716540","1561751598","20692518501"
